Name,Typ,Preis in euro,Region,Beschreibung,Alkoholgehalt,Weinstil,Herkunft,URL,Thumb
SALBANELLO Rosso 2020,Rotwein,"
6,90€*
","Veneto, Venetien","

Notiz:
Roberto, Carlo und Francesca Paladin besitzen ein erstaunliches Gespür für Weine, denen man einfach nicht widerstehen kann. Der Salbanello ist so einer. Schon das großartige Frucht-Potpourri in der Nase - saftige Kirschen, reife Blaubeeren und ein Hauch Himbeere - lassen das Weinherz höherschlagen. Am Gaumen ungemein zugänglich… herrlich saftig, schmelzig, fruchtig und mit verschwenderischer Fruchtsüße ausgestattet. Der Nachhall einfach nur lecker. Kein Wunder, dass der Wein seit Jahren zu den absoluten Publikums-Lieblingen gehört.    
","<div class=""colC"">11,65% Vol.</div>","<div class=""colC"" itemprop=""color"">jung &amp; fruchtig</div>",Italien,https://www.jacques.de/weine/1557/2020-salbanello-rosso/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1557_0.jpg
FEUDO ARANCIO Nero d'Avola-Cabernet 2020,Rotwein,"
6,90€*
","Sicilia, Sizilien","

Notiz:
Vor über 800 Jahren kam mit den Mauren die kunstvolle Keramikmalerei auf die Insel. Mit intensiven Farben bemalte Kacheln sind ein bis heute sichtbarer Teil der Kulturhistorie und bilden bei Feudo Arancio die Vorlage für das filigrane Etikett. Ebenso typisch für Sizilien ist die autochthone Rebsorte Nero d'Avola, hier mit dem französischen Superstar Cabernet Sauvignon zu einer wunderbaren Cuvée vereint. Schöne, dichte dunkelrote Farbe. Der Duft ist geprägt von Schwarzkirschen und reifen Pflaumen, im Oberton findet sich ein Hauch von exotischen Gewürzen. Am Gaumen wieder mit viel einladender Kirschfrucht, die von einem soliden Tanningerüst ausbalanciert ist, der Nachhall saftig-kräftig und schon angenehm reif. Ein Wein, der durch seine Art sehr gut zu würziger Pasta und dunklem Fleisch vom Grill passt.
","<div class=""colC"">13,16% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Italien,https://www.jacques.de/weine/9341/2020-feudo-arancio-nero-d-avola-cabernet/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/9341_0.jpg
VANITÁ Primitivo 2020,Rotwein,"
6,90€*
","Puglia, Apulien","

Notiz:
Saftig-süffiger, köstlich-fruchtiger Primitivo, der alles zeigt, was diese Rebsorte zu beliebt macht. Schon die kräftige dunkelrote Farbe animiert zum ersten Schluck. Das üppige Bouquet mit reifen Pflaumen, dunklen Beeren, saftigen Feigen und mediterranen Kräutern überzeugt ebenso wie der samtige, reiche Geschmack am Gaumen, wo Fruchtsüße und Weinsäure sich gekonnt die Waage halten. Ein Süditaliener mit Charme und Temperament. 
","<div class=""colC"">13,79% Vol.</div>","<div class=""colC"" itemprop=""color"">mittelkräftig &amp; ausgewogen</div>",Italien,https://www.jacques.de/weine/17141/2020-vanit-primitivo/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/17141_0.jpg
SALICE SALENTINO 2017,Rotwein,"
6,95€*
","Salice Salentino, Apulien","

Notiz:
Salice Salentino wurde bereits 1976 zu Denominazione di Origine Protetta erkoren, und gilt heute als einer derjenigen Weine Apuliens mit der längsten Tradition. Hier ist die Rebsorte Negroamaro König der Weingärten und bringt eigenständige Weine hervor, die - wie hier - mit tiefem Rubinrot ins Glas fließen. Der weitgefächerte Duft zeigt Schwarzkirschen, Waldbeeren und würzige Noten wie Tabak und Süßholz. Am Gaumen voll, warm, samtig mit viel Schmelz und reifen Tanninen, der Nachhall würzig und im besten Sinne des Wortes rustikal. Perfekt zu italienischen Brotzeit mit Salami und Parmaschinken. 
","<div class=""colC"">13,66% Vol.</div>","<div class=""colC"" itemprop=""color"">mittelkräftig &amp; ausgewogen</div>",Italien,https://www.jacques.de/weine/1593/2017-salice-salentino/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1593_0.jpg
SAN NICOLAO Barbera d'Asti 2019,Rotwein,"
6,95€*
","Barbera d'Asti, Piemont","

Notiz:
Im Windschatten seines großen Bruders Nebbiolo profilierte sich der Barbera in den letzten Jahren zu einem ebenso eigenständigen wie seriösen Wein. Das hat auch damit zu tun, dass in Weinberg und Keller kräftig an der Qualitätsschraube gedreht wurde. Da wundert es nicht, auf welch hohem Niveau der San Nicolao ins Glas fließt. Dichtes Purpurrot prägt die Farbe, der intensive Duft nach reifen Kirschen und süßen Brombeeren, Süßholz und Kräuter ist genau so verführerisch wie der saftig-fruchtige, rund-harmonische und würzig-füllige Geschmack am Gaumen, der im Finale lange nachhallt. Sehr gelungen! 
","<div class=""colC"">13,37% Vol.</div>","<div class=""colC"" itemprop=""color"">mittelkräftig &amp; ausgewogen</div>",Italien,https://www.jacques.de/weine/1621/2019-san-nicolao-barbera-d-asti/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1621_0.jpg
RIPORTA Nero d'Avola 2020,Rotwein,"
6,95€*
","Sicilia, Sizilien","

Notiz:
Nero d‘ Avola ist Siziliens Rotwein-Schatz und gilt als wichtigste und wertigste Rebsorte der Mittelmeerinsel. Und das völlig zu Recht, bringt sie doch wunderbar mediterrane Weine wie den Riporta hervor, ein wahrer Botschafter sizilianischer Weinkultur. Mit einem dunklen Rubinrot mit violetten Reflexen beginnt der Spaß. Das einnehmende Bouquet nach reifen Kirschen, saftigen Pflaumen und Gewürzen begeistert ebenso wie die kräftige Struktur, die saftige Frucht und der erstaunlich vielschichtige Nachklang. Das ist Nero d’Avola, wie er sein soll. 
","<div class=""colC"">13,27% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Italien,https://www.jacques.de/weine/18160/2020-riporta-nero-d-avola/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/18160_0.jpg
VECCHIA TORRE Primitivo 2018,Rotwein,"
7,40€*
","Salento, Apulien","

Notiz:
Die Cantina Vecchia Torre gilt als einer der besten Interpreten der Rebsorte Primitivo und versteht sich gleichzeitig als Botschafter des apulischen Weinbaus. Das passt ja auch bestens zusammen, denn mit jedem Glas Primitivo taucht man ein in süditalienische Weinkultur. Bei der tiefroten Farbe erkennt man nicht sofort die Herkunft, dass können andere Weine auch. Doch beim Bouquet mit reifen dunklen Pflaumen, saftigen Maulbeeren, gepaart mit würzigen Komponenten von Rum-Trauben und exotischen Gewürzen ist klar: It’s Primitivo-Time! Auch am Gaumen kommt er mit dem typischen Schmelz, dem intensiv würzig-beerigen Geschmack und dem von herrlicher Fruchtsüße dominierten Nachhall eindeutig als Apulier daher. „Einfach lecker“, wie eine begeisterte Kundin in einem Depot mal bemerkte. So kurz, kann man es natürlich auch sagen!
","<div class=""colC"">13,37% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Italien,https://www.jacques.de/weine/1945/2018-vecchia-torre-primitivo/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1945_0.jpg
GIARDINIERE 2019,Rotwein,"
7,50€*
","Salento, Apulien","

Notiz:
Ein wahrer Duftgarten zeigt sich in diesem süditalienischen Rosso: Pflaumenkompott, gekochte schwarze und rote Früchte - allen voran Schwarzkirsche - werden durch die feine Würze schwarzen Pfeffers verfeinert. Am Gaumen saftig, beerenfruchtig, süffig und natürliche Fruchtsüße zeigend, ist der Giardiniere perfekt für alle Rotwein-Liebhaber, die auch gerne Primitivo trinken. Bestens zu Pizza und Pasta!
","<div class=""colC"">13,11% Vol.</div>","<div class=""colC"" itemprop=""color"">mittelkräftig &amp; ausgewogen</div>",Italien,https://www.jacques.de/weine/17736/2019-giardiniere/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/17736_0.jpg
LUIGI AVOGADRI Primitivo 2020,Rotwein,"
8,20€*
","Puglia, Apulien","

Notiz:
Viva il Primitivo! Der Luigi Avogadri begeistert schon mit seiner tiefen, dunkelroten Farbe, dem ein verführerisches Bouquet nach Süßkirschen, getrockneten Beeren, Marzipan und Schokolade folgt. Am Gaumen sagenhaft beerig, saftig, süffig, opulent und mit exzellenten Balance zwischen traubiger Fruchtsüße und sanften Tanninen ausgestattet. Alle lieben Primitivo, der Luigi Avogardi zeigt uns warum!
","<div class=""colC"">13,64% Vol.</div>","<div class=""colC"" itemprop=""color"">jung &amp; fruchtig</div>",Italien,https://www.jacques.de/weine/17070/2020-luigi-avogadri-primitivo/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/17070_0.jpg
SURANI Primitivo 2020,Rotwein,"
8,50€*
","Primitivo di Manduria, Apulien","

Notiz:
Primitivo di Manduria hat eine aufregende Karriere hinter sich und ist heute einer der beliebtesten italienischen Rotweine. Warum das so ist, erfährt man vom Surani, der mit seiner tiefroten Farbe, dem üppigen Bouquet nach Blaubeeren, saftigen Kirschen, Pflauenkompott und Lakritz und seinem würzigen, fruchtigen, beerigen und sehr runden Geschmack, bei einem gehaltvollem Nachhall, rundum überzeugen kann. Ein Eve­ry­bo­dy's Dar­ling mit hohem Niveau.  
","<div class=""colC"">13,96% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Italien,https://www.jacques.de/weine/2373/2020-surani-primitivo/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/2373_0.jpg
SAROTTO Briccorossa 2020,Rotwein,"
8,50€*
","Barbera d'Asti, Piemont","

Notiz:
Roberto Sarotto beweist mit seinem Briccorossa einmal mehr, dass er ein goldenes Händchen für die Rebsorte Barbera besitzt. Das geht los mit einem glänzenden, leuchtenden Rubinrot in der Robe. Das aufrechte Bouquet bringt die ganze Palette eines klassischen Barbera hervor, mit schwarzen Kirschen, Blaubeeren, Süßholz und roten Pflaumen. Dazu fein eingewobene Nuancen von mediterranen Kräutern und eine aparte Gewürznote. Am Gaumen ungemein schmackhaft und authentisch. Ein Barbera mit entwaffnender Aufrichtigkeit und zuverlässigem Regional-Charakter, der große Individualität mit erstaunlicher Qualität vereint!. Dazu ein herzhaftes Pasta-Gericht... Wie köstlich!
","<div class=""colC"">14,50% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Italien,https://www.jacques.de/weine/17221/2020-sarotto-briccorossa/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/17221_0.jpg
DOGAJOLO 2019,Rotwein,"
8,70€*
","Toscano, Toskana","

Notiz:
Der Dogajolo ist ein Supertuscan für jedermann, denn die Rezeptur aus dem toskanischen Superstar  Sangiovese mit dem großen Franzosen Cabernet Sauvignon, kennt man vor allem von kostspieligen Exemplaren dieser Gattung. Doch auch hier funktioniert das ungleiche Duett. Der Sangiovese steuert saftige Kirschen und feinen Veilchenduft bei, während der Cabernet Sauvignon für dunkle Waldbeeren und Gewürzaromen sorgt. Am Gaumen zeigt sich die franko-italienische Cuvée saftig und herzhaft mit dezenten Tanninen und gut integrierter Weinsäure. Viel toskanischer Wein für kleines Geld!
","<div class=""colC"">13,13% Vol.</div>","<div class=""colC"" itemprop=""color"">mittelkräftig &amp; ausgewogen</div>",Italien,https://www.jacques.de/weine/1617/2019-dogajolo/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1617_0.jpg
IL PUMO D'ORO 2020,Rotwein,"
8,95€*
","Salento, Apulien","

Notiz:
Die Cantine San Marzano hat sich weit über die Landesgrenzen hinaus, einen tadellosen Ruf erarbeitet. Gerade in puncto Primitivo gilt das Weingut als maßgeblich und führend. Und doch, muss man einen Kundenfavoriten wie den Il Pumo d’Oro erstmal hinbekommen, denn so viel Zuspruch zu gewinnen, ist dann eher Kunst als Handwerk. Hat man dann diese dunkelrote Cuvée aus Primitivo und Syrah im Glas, schnuppert am verführerischen Bouquet nach Pflaume, Kirsche, Marzipan und Vollmilchschokolade, lässt den weichen, runden, saftigen, unwiderstehlich-fruchtigen Wein über die Zunge gleiten, versteht man sofort, was den Erfolg ausmacht. Ein Wein zum Reinlegen!
","<div class=""colC"">13,58% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Italien,https://www.jacques.de/weine/16346/2020-il-pumo-d-oro/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/16346_0.jpg
"IL PUMO D'ORO Magnum 1,5 Liter 2020",Rotwein,"
17,90€*
","Salento, Apulien","

Notiz:
Die Cantine San Marzano hat sich weit über die Landesgrenzen hinaus, einen tadellosen Ruf erarbeitet. Gerade in puncto Primitivo gilt das Weingut als maßgeblich und führend. Und doch, muss man einen Kundenfavoriten wie den Il Pumo d’Oro erstmal hinbekommen, denn so viel Zuspruch zu gewinnen, ist dann eher Kunst als Handwerk. Hat man dann diese dunkelrote Cuvée aus Primitivo und Syrah im Glas, schnuppert am verführerischen Bouquet nach Pflaume, Kirsche, Marzipan und Vollmilchschokolade, lässt den weichen, runden, saftigen, unwiderstehlich-fruchtigen Wein über die Zunge gleiten, versteht man sofort, was den Erfolg ausmacht. Ein Wein zum Reinlegen!
","<div class=""colC"">13,36% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Italien,https://www.jacques.de/weine/17708/2020-il-pumo-d-oro-magnum-1-5-liter/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/17708_0.jpg
PASQUA Valpolicella 2019,Rotwein,"
9,95€*
","Valpolicella Superiore, Venetien","

Notiz:
Der Valpolicella hat ein atemberaubendes Comeback hingelegt und gehört heute wieder zu den großen klassischen italienischen Rotweinen. Warum das so ist, versteht man, wenn der Valpolicella Superiore des Weinguts Cecilia Beretta im Glas ist. Dichte, brillante rubinrote Farbe mit korallenroten Reflexen. Der verführerische Duft mit intensiven Aromen von Sauerkirschen, reifen Brombeeren zusammen mit fein eingearbeiteten Holz- und Röstnoten ist sehr ausdrucksstark. Auch am Gaumen fasziniert die samtige Textur bei hoher Fruchtdichte und bestens intergriertem Holz, der Nachhall ist von erstaunlicher Frische geprägt. Es versteht sich von selbst, dass dieser Valpolicella sehr gut zu Pasta, Pizza und Schmorgerichten passt.  
","<div class=""colC"">13,28% Vol.</div>","<div class=""colC"" itemprop=""color"">mittelkräftig &amp; ausgewogen</div>",Italien,https://www.jacques.de/weine/1627/2019-pasqua-valpolicella/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1627_0.jpg
LE BOCCE Chianti Classico 2018,Rotwein,"
10,95€*
","Chianti Classico, Toskana","

Notiz:
Er ist und bleibt das Aushängeschild der Toskana: der Chianti Classico! Erst recht dann, wenn ein renommierter Erzeuger wie die Fattoria Le Bocce die Sache in die Hand nimmt. Denn die liefert einen wahren Archetyp dieses Klassikers, der mit einer rubinroten Farbe ist Glas fließt. Das mustergültige Bouquet vereint schwarze Kirschen, Brombeeren und florale Noten nach Veilchen mit leichten Fassaromen und einer würziger Kräuternote. Am Gaumen erstaunlich intensiv, würzige Sangiovese-Frucht trifft auf kompakte Struktur und reife Tannine. Ein Toskana-Traum zur anspruchsvollen Pasta-Küche, aber auch zur kalten italienischen Küche ein echte Empfehlung. 
","<div class=""colC"">13,74% Vol.</div>","<div class=""colC"" itemprop=""color"">mittelkräftig &amp; ausgewogen</div>",Italien,https://www.jacques.de/weine/1564/2018-le-bocce-chianti-classico/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1564_0.jpg
LA LUNA E I FALÒ Barbera d'Asti 2018,Rotwein,"
11,80€*
","Barbera d'Asti, Piemont","

Notiz:
Ein Klassiker in Höchstform! Der La Luna e I Falò ist seit Jahr und Tag ein überaus verlässlicher Wein, doch mit der aktuellen Edition hat sich das Team des Weinguts selbst übertroffen: Tiefdunkles Purpurrot läutet das Wein-Vergnügen ein. Der hinreißende Duft nach roten Kirschen, reifen Brombeeren, Kräutern und Fass stehen im spannenden Wechselspiel zu profunder Struktur, kernigen Tanninen und einem Nachhall, der nicht enden will. Das ist Barbera par excellence. Es lohnen sich auch ein paar Jahre der Lagerung, wenn man dem Wein denn widerstehen kann!
","<div class=""colC"">14,17% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Italien,https://www.jacques.de/weine/1622/2018-la-luna-e-i-falo-barbera-d-asti/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1622_0.jpg
TERRE DI SAN QUIRICO Silenzio 2015,Rotwein,"
12,50€*
","Barbera d'Alba, Piemont","

Notiz:
Von allen so attraktiven Barbera-Versionen ist die im Barrique gereifte, wohl am spannendsten. Erst recht handelt es sich um einen Barbera d’Alba und heißt der Winzer Stefano Farina. Sein zwölf Monate in französischen Eichenfässern (Allier & Vosges) ausgebauter Vino Rosso strotzt nur so vor Klasse und Individualität. Eine dunkle kirschrote Farbe macht den Auftakt. Das feingliedrige Bouquet brilliert mit vielen Nuancen nach Wilderdbeeren, rote Johannisbeeren, Süßkirsche und Blaubeeren auf der Fruchtseite und Edel-Schoko und Vanille vom Fass. Am Gaumen dicht und großzügig, toll integrierte Tannine, präzise Textur, viel Spiel bei exzellenter Frucht-Fass-Balance und langem Nachhall. Oh, che bello!
","<div class=""colC"">14,80% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Italien,https://www.jacques.de/weine/1571/2015-terre-di-san-quirico-silenzio/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1571_0.jpg
WALCH - von Keller Lagrein 2020,Rotwein,"
12,50€*
","Südtirol - Alto Adige, Trentino-Südtirol","

Notiz:
Der Lagrein -  eine typisch Südtiroler Spezialität - gehört zu den ganz alten Rebsorten Europas, so wurde bereits 1379 in einer Urkunde in Tramin ein „bonum Lagrinum“ (ein guter Lagreinwein) erwähnt. Bis heute erfreut sich der Lagrein großer Beliebtheit und hat man das Exemplar von Wilhelm Walch im Glas, dann weiß man auch warum. Dem intensiven, dunklen Granatrot folgt ein verführerischer Duft nach Brombeeren, Heidelbeeren und Kirschen. Am Gaumen voll, samtig, fein, gleichwohl eine komplexe Tanninstruktur zeigend. Gerade für Fans regionaler Wein-Spezialitäten erste Wahl. 
","<div class=""colC"">12,86% Vol.</div>","<div class=""colC"" itemprop=""color"">mittelkräftig &amp; ausgewogen</div>",Italien,https://www.jacques.de/weine/18127/2020-walch-von-keller-lagrein/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/18127_0.jpg
REGOLO 2018,Rotwein,"
12,70€*
","Veronese, Venetien","

Notiz:
Wenn einer der berühmtesten Winzer Venetiens zu Ehren seines Großvaters einen Wein kreiert, dann erwartet man zu Recht etwas ganz Besonderes. Und hier wird man nicht enttäuscht. Der Regolo (so hieß der Großvater von Andrea Sartori) ist ein Veroneser Wein vom Feinsten. Herrlich funkelndes Rubin in der Robe, das einladende Bouquet wird dominiert von getrockneten Pflaumen, reifen Datteln und dunklen Beeren, stilvoll komplettiert mit leichten Untertönen vom Fass und einem Touch exotischer Gewürze (Zimt, Kardamom). Am Gaumen mit viel Schmelz, cremigen Tanninen und wunderbar eingebundener Frucht. Der Nachhall schon schöne Reife zeigend. Wer Amarone liebt, sollte den Regolo ins Auge fassen. 
","<div class=""colC"">13,67% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Italien,https://www.jacques.de/weine/2003/2018-regolo/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/2003_0.jpg
VECCHIA TORRE Leverano Riserva 2015,Rotwein,"
12,80€*
","Leverano, Apulien","

Notiz:
Gereifter Wein - fairer Preis… Ein Duo, das sie immer rarer macht. Insbesondere klassische Weine aus der Toskana, dem Piemont oder auch aus Bordeaux und erst recht dem Burgund sind mit älteren Jahrgängen recht kostspielig. Das kann man von dieser Leverano Riserva nicht behaupten. Die Cuvée aus Negroamaro und Malvasia Nera holte sich ihren Feinschliff 10-12 Monate in Barriques und reift seitdem viele Jahre auf der Flasche, was man dem intensiven Rubinrot nicht anmerkt. Doch beim Bouquet machen sich neben Fruchtnoten wie roten Beeren und Pflaumen, auch erste Reifenoten bemerkbar: getrocknete Kräuter, Unterholz und Gewürze, dazu Fassnoten wie Toast und Vanille. Am Gaumen warm, ausgewogen, mit samtigen Tanninen und langanhaltendem Nachhall. Ein super Wein für Schmorgerichte und Pasta mit würzigen Saucen.  
","<div class=""colC"">13,68% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Italien,https://www.jacques.de/weine/2497/2015-vecchia-torre-leverano-riserva/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/2497_0.jpg
LOMBARDO Nero d`Altura 2019,Rotwein,"
12,80€*
","Sicilia, Sizilien","

Notiz:
Giuseppe, Salvatore, Gianfranco, Roberto… was sich anhört wie ein Katalog italienischer Lieblings-Vornamen für Jungen, ist nichts anderes als das Vater-Söhne-Team der Tenuta Lombardo. Und das ist seit fast einem halben Jahrhundert auf dem Hochland im Zentrum Siziliens unterwegs, bis 580 Meter ragen die Weinberge in den Himmel, dieser Nero d’Avola trägt seinen Name Nero d`Altura also völlig zu Recht. Aber nicht nur der Name ist geprägt von den Höhenmetern, auch dem Wein merkt man an, dass er aus einer extrem hohen Lage stammt, ist er doch deutlich „kühler“ als die Rotweine aus der Ebene. Herrlich, wie er in intensiv-roter Farbe mit violetten Reflexen ins Glas fließt. Das feingewobene Bouquet duftet nach reifen roten Waldbeeren, dazu gesellt sich eine saftige Kirschnote und ein Hauch von Gewürzen. Sehr animierend. Am Gaumen voll und samtig, klug eingebaute Weinsäure, gelungene Balance zwischen zarter Frucht und dezenten Holznoten, der Nachklang finessenreich, vielschichtig und leicht mineralisch. Passt gut zur feinen italienischen Küche.   
","<div class=""colC"">14,65% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Italien,https://www.jacques.de/weine/17572/2019-lombardo-nero-d-altura/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/17572_0.jpg
LE BOCCE Chianti Classico Riserva 2016,Rotwein,"
13,50€*
","Chianti Classico, Toskana","

Notiz:
Sie stellt für viele Fans italienischer Weine den Inbegriff eines klassischen Toskaners dar: die Chianti Classico Riserva! Und das hat gute Gründe. Denn mit der längeren Reife in Fass und auf der Flasche entwickelt der Sangiovese mehr Facetten, ist aber gleichzeitig immer noch jung genug, um seinen fruchtigen Charme zu entfalten. Die Farbe pendelt zwischen Rubin-und Granatrot. Der wunderbare Duft zeigt Noten von Sauerkirschen, reifen roten Beeren, dazu Gewürze, Leder und etwas Holz, alles mit einem leicht floralen Oberton. Am Gaumen mit eleganten Tanninen, mittelkräftiger Struktur, immer noch frischer Weinsäure, aber schon mit schön gereiftem Finale. Zu toskanischen Küchenklassikern der perfekte Wein! 
","<div class=""colC"">13,52% Vol.</div>","<div class=""colC"" itemprop=""color"">mittelkräftig &amp; ausgewogen</div>",Italien,https://www.jacques.de/weine/1597/2016-le-bocce-chianti-classico-riserva/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1597_0.jpg
FATTORIA DEL CERRO Vino Nobile 2016,Rotwein,"
14,40€*
","Vino Nobile di Montepulciano, Toskana","

Notiz:
Der Vino Nobile di Montepulciano bewegt sich qualitativ auf Augenhöhe mit anderen großen Namen der Toskana wie Chianti Classico Gran Selezione oder Brunello di Montalcino. Nur beim Preis ist er meilenweit von seinen Qualitäts-Nachbarn entfernt. Kommt dann noch ein Top-Erzeuger und ein exzellenter Jahrgang dazu, ist großer Toskana-Genuss garantiert, so wie bei diesem Nobile der Fattoria del Cerro. Wunderbar, das leuchtende Rubinrot mit granatrotem Saum. Das feine Bouquet zeigt florale Noten wie Veilchen, dazu Süßkirschen und Pflaumen auf der Fruchtseite, perfekt kombiniert mit einem kräftigen Kräuter-Gout, erstes Zeichen einer beginnenden Reife. Am Gaumen Toscana in purezza, mit stilsicherer Balance zwischen Frucht, kräftigen Tanninen, eleganter Weinsäure und wiederum spürbaren Kräuternoten. Passt perfekt zu Pasta, insbesondere mit kräftig gewürzten Saucen. 
","<div class=""colC"">13,58% Vol.</div>","<div class=""colC"" itemprop=""color"">mittelkräftig &amp; ausgewogen</div>",Italien,https://www.jacques.de/weine/1587/2016-fattoria-del-cerro-vino-nobile/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1587_0.jpg
ANDERGASSEN Lagrein 2020,Rotwein,"
14,80€*
","Südtirol - Alto Adige, Trentino-Südtirol","

Notiz:
Es ist ein ganz wunderbaren Trend: die Hinwendung zu alten, heimischen Rebsorten, geradezu ein Schlag ins Gesicht der vinophilen Globalisierung. In Südtirol steht der Lagrein als Fels in der Brandung und liefert herrliche Rotweine mit regionalem Charakter. Der Lagrein-Klassiker vom Steflhof macht da keine Ausnahme. Mit seiner tiefroten Farbe, dem profunden Bouquet nach Roten Johannisbeeren, Brombeeren und Mandel und seinem vollen, samtigen und markanten Geschmack. Erleben Sie einen kleinen Kurz-Trip Richtung Südtirol, gönnen Sie sich ein Glas Urlaubsfeeling.
","<div class=""colC"">12,72% Vol.</div>","<div class=""colC"" itemprop=""color"">mittelkräftig &amp; ausgewogen</div>",Italien,https://www.jacques.de/weine/17826/2020-andergassen-lagrein/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/17826_0.jpg
NINO NEGRI Sassella 2018,Rotwein,"
15,50€*
","Valtellina Superiore, Lombardei","

Notiz:
Schon mal etwas von Chiavennasca di Valtellina gehört? Wenn nicht, dann ist das wenig verwunderlich, handelt es sich doch um ein altes lombardisches Synonym für eine der berühmtesten Rebsorten Italiens: Nebbiolo! Und in der Tat, das Veltlin ist neben dem Piemont, eines der ältesten Anbaubiete für diese so wertvolle Rebe. Dort ist die Heimat des Weinguts Nino Negri, das man mit Fug und Recht als Botschafter der Denominazione di Origine Controllata e Garantita Valtellina Superiore bezeichnen kann. Einer der Klassiker des Guts ist der Sassella, der schon mit seiner intensiven rubinroten Farbe auf sich aufmerksam macht. Das feinfruchtige, würzige Bouquet mit Noten nach Kirschen, Hagebutten, Kräutern und Gewürzen ist ebenso einladend wie die reifen Tannine, die profunde Struktur und der wunderbar schmelzige Nachhall. Das ist Nebbiolo... Verzeihung, Chiavennasca di Valtellina in schönster Manier!
","<div class=""colC"">13,77% Vol.</div>","<div class=""colC"" itemprop=""color"">mittelkräftig &amp; ausgewogen</div>",Italien,https://www.jacques.de/weine/17447/2018-nino-negri-sassella/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/17447_0.jpg
AVOGADRI Diamante 2019,Rotwein,"
15,95€*
","Puglia, Apulien","

Notiz:
Warum Primitivo zum absoluten Rebsorten-Liebling aufgestiegen ist, das erfährt man, wenn man den Avogadri im Glas hat. Dichtes Purpur mit violetten Reflexen bilden den Auftakt. Danach folgt eine beeindruckende Ode von reifen Pflaumen, getrockneten Feigen, Edel-Schoko, Koriander und vollreifen Kirschen, die am Gaumen nahtlos fortfährt, inklusive eines enorm verführerischen Gaumengefühls und einem Nachklang, der nicht enden will. Primitivo, we love you!
","<div class=""colC"">14,53% Vol.</div>","<div class=""colC"" itemprop=""color"">körperreich &amp; vollmundig</div>",Italien,https://www.jacques.de/weine/17567/2019-avogadri-diamante/?cPath=6_31,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/17567_0.jpg
